"Time","pod:currencyservice-w2-6f8d8654c5-xhvld_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-55ksq_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-sfrd9_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-tskv7_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-h4jsn_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ltmjm_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-b6xnt_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-mccf9_service:frontend_node:worker--2.novalocal"
1635781153.022,0.42639867939590076,0.475819374802004,0.057688883390421934,0.05620150818082295,0.010243183664416722,0.010417361841841805,0.14830303895949526,0.42589094960428375,0.020248162221821207,0.12731140464653412,0.48808931275621237
1635781168.037,0.47639003020910875,0.5351664912521029,0.06331832491671263,0.06260356402108197,0.009886028432834882,0.010188813522097355,0.166927714318886,0.47618897756943185,0.022009481905371164,0.13800902600957557,0.5459968218706127
1635781183.061,0.47639003020910875,0.5351664912521029,0.06331832491671263,0.06260356402108197,0.009886028432834882,0.010188813522097355,0.166927714318886,0.47618897756943185,0.022009481905371164,0.13800902600957557,0.5459968218706127
1635781198.178,0.4891631168039227,0.56263470712826,0.06334318876839816,0.0632125362589823,0.009822806409315633,0.010073804819796047,0.1691727777667561,0.48908377597114683,0.022043364970402823,0.13816256137199623,0.5759801167914216
1635781213.213,0.4891631168039227,0.56263470712826,0.06334318876839816,0.0632125362589823,0.009822806409315633,0.010073804819796047,0.1691727777667561,0.48908377597114683,0.022043364970402823,0.13816256137199623,0.5759801167914216
1635781228.223,0.48709638685017637,0.561015031796559,0.06306708374096277,0.06327351496438618,0.009664776664761725,0.01004135848899181,0.16745248115219702,0.4873951151032555,0.021860558535753256,0.1376772728077511,0.5745675440891915
1635781243.233,0.48709638685017637,0.561015031796559,0.06306708374096277,0.06327351496438618,0.009664776664761725,0.01004135848899181,0.16745248115219702,0.4873951151032555,0.021860558535753256,0.1376772728077511,0.5745675440891915
1635781258.247,0.4879404518529219,0.5626716843305315,0.06373390293810485,0.06290385054530755,0.00969993652930428,0.010074517801632314,0.16795013143134876,0.48709412661537654,0.02207692463631136,0.13811738632655352,0.5759511114323463
1635781273.257,0.4879404518529219,0.5626716843305315,0.06373390293810485,0.06290385054530755,0.00969993652930428,0.010074517801632314,0.16795013143134876,0.48709412661537654,0.02207692463631136,0.13811738632655352,0.5759511114323463
1635781288.268,0.4887944420789333,0.5636711055371868,0.06363269487628162,0.06336095132317629,0.00979511042725266,0.010152796558347013,0.16843480065185948,0.48944898833911415,0.022064486179036228,0.13845668116842985,0.5778514026697892
1635781303.281,0.4887944420789333,0.5636711055371868,0.06363269487628162,0.06336095132317629,0.00979511042725266,0.010152796558347013,0.16843480065185948,0.48944898833911415,0.022064486179036228,0.13845668116842985,0.5778514026697892
1635781318.294,0.49029092127870577,0.5648813735653411,0.0638207923682548,0.06333468145370683,0.009784377656758991,0.010135652931696314,0.16904647524193706,0.49001231438629733,0.022171916072878925,0.13891370752492324,0.578936249018231
1635781333.313,0.49029092127870577,0.5648813735653411,0.0638207923682548,0.06333468145370683,0.009784377656758991,0.010135652931696314,0.16904647524193706,0.49001231438629733,0.022171916072878925,0.13891370752492324,0.578936249018231
1635781348.328,0.49142322334154886,0.5659434855158645,0.06344386670925141,0.06341108005966084,0.009910285890368579,0.010177927136257906,0.168993744459413,0.49162233075453854,0.022334816675351914,0.13905051158846335,0.5799060456795092
1635781363.357,0.49142322334154886,0.5659434855158645,0.06344386670925141,0.06341108005966084,0.009910285890368579,0.010177927136257906,0.168993744459413,0.49162233075453854,0.022334816675351914,0.13905051158846335,0.5799060456795092
1635781378.51,0.49127262849543657,0.5653494540068909,0.06297785965180072,0.06400197302818338,0.009936772546671184,0.009959159964838663,0.1695094956686206,0.4906278230188801,0.022335560053122438,0.13920192235635484,0.5786685415983974
1635781393.561,0.49127262849543657,0.5653494540068909,0.06297785965180072,0.06400197302818338,0.009936772546671184,0.009959159964838663,0.1695094956686206,0.4906278230188801,0.022335560053122438,0.13920192235635484,0.5786685415983974
1635781408.572,0.49238409722676935,0.566963858907072,0.06304954067926813,0.06392092363565059,0.010119719265295136,0.009986629934305796,0.17007962379930672,0.4906480375074489,0.022320730825445854,0.13919319049223083,0.5786562618688353
1635781423.583,0.49238409722676935,0.566963858907072,0.06304954067926813,0.06392092363565059,0.010119719265295136,0.009986629934305796,0.17007962379930672,0.4906480375074489,0.022320730825445854,0.13919319049223083,0.5786562618688353
1635781438.598,0.4952753281077146,0.5675368055376636,0.06288208212534198,0.06392667740314703,0.010090929341394609,0.009861818101639185,0.1708336319474362,0.49313247244451697,0.022489982913969524,0.13970680830520754,0.5821077633275069
1635781453.608,0.4952753281077146,0.5675368055376636,0.06288208212534198,0.06392667740314703,0.010090929341394609,0.009861818101639185,0.1708336319474362,0.49313247244451697,0.022489982913969524,0.13970680830520754,0.5821077633275069
1635781468.619,0.49471899361925487,0.5662592804757368,0.06272701522541584,0.06370507784041761,0.01006238318882234,0.009871764536015045,0.16999021187088192,0.49215756815754796,0.022548680942995204,0.1393330754881449,0.5803206941840275
1635781483.63,0.49471899361925487,0.5662592804757368,0.06272701522541584,0.06370507784041761,0.01006238318882234,0.009871764536015045,0.16999021187088192,0.49215756815754796,0.022548680942995204,0.1393330754881449,0.5803206941840275
1635781498.643,0.49462113453322,0.5663410560324464,0.06263403477447727,0.06343014873345044,0.010046528071496204,0.009834649048341988,0.16997365575985007,0.4905612823426845,0.022577982264059805,0.13899587286053997,0.5800327665388189
