"Time","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta","worker3"
1635781153.008,7.5499999996585245,1.758333332836628,74.50833333811411,2.5916666692743746,20.100000003973634,12.133333335320145,10.283333330104753,2.3750000012417587
1635781168.027,7.5499999996585245,1.758333332836628,74.50833333811411,2.6249999956538375,17.200000000496686,12.133333335320145,10.266666666915029,2.3750000012417587
1635781183.047,7.441666667194411,1.7250000033527613,76.28333333258827,2.6249999956538375,17.2000000004967,12.233333333084985,10.266666666915029,2.216666666790857
1635781198.105,7.441666667194411,1.7250000033527613,76.28333333258827,2.694511058316735,19.33333332960804,12.233333333084985,10.51666667064029,2.216666666790829
1635781213.149,7.291666666666657,1.6749999982615265,74.4833333324641,2.694511058316735,19.33333332960804,12.633333330353096,10.516666670640305,2.166666664804012
1635781228.171,7.291666666666657,1.6749999982615265,74.4833333324641,2.6304376834801246,28.33333333333333,12.633333330353096,10.383333334078387,2.166666664804012
1635781243.184,7.374999999689564,1.6666666666666572,75.78333333600312,2.6304376834801246,28.33333333333333,11.999999998758241,10.383333334078387,2.091666664928198
1635781258.21,7.374999999689564,1.6666666666666572,75.78333333600312,2.3500000033527613,17.66666666915019,11.999999998758241,10.166666662941367,2.091666664928198
1635781273.232,7.958333333178103,1.666666666666643,77.12499999441206,2.3500000033527613,17.66666666915019,11.699999999254914,10.166666662941367,2.1916666720062494
1635781288.251,7.958333333178103,1.6666666666666714,77.12499999441206,2.3999999991307703,19.533333331346512,11.699999999254942,10.233333334326744,2.1916666720062494
1635781303.262,7.291666665890574,1.6749999982615265,76.08333333705862,2.3999999991307703,19.533333331346512,12.46666666741173,10.233333334326744,2.0666666639347824
1635781318.279,7.291666665890574,1.6749999982615265,76.08333333705862,2.391666667535901,17.700000001738488,12.46666666741173,10.350000001490116,2.0666666639347824
1635781333.303,7.216666666790843,1.7250000033527613,77.59166666616996,2.391666667535901,17.700000001738474,12.566666671385363,10.350000001490116,2.233333333084971
1635781348.319,7.216666666790843,1.7250000033527613,77.59166666616996,2.3499999971439536,19.900000002235174,12.566666671385363,10.383333327869579,2.233333333084971
1635781363.347,7.53333333414048,1.7249999971439536,75.65833333103608,2.3499999971439536,19.900000002235174,12.56666666517657,10.383333327869579,2.2083333351959595
1635781378.42,7.53333333414048,1.7249999971439536,75.65833333103608,2.2054169320194745,17.38319002543298,12.566666665176555,10.500000001241759,2.2083333351959595
1635781393.494,7.949999999254942,1.666666666666643,75.33333333519597,2.2054169320194745,17.383190025432995,11.86666666840513,10.500000001241759,2.1355277154473384
1635781408.511,7.949999999254942,1.6666666666666572,75.33333333519597,2.186238869810481,29.519237178782262,11.86666666840513,10.333333338300392,2.1355277154473384
1635781423.524,7.6333333334575,1.7333333349476305,76.45833333488554,2.186238869810481,29.519237178782262,12.29999999826154,10.333333338300392,2.1561499422897157
1635781438.534,7.6333333334575,1.7333333349476305,76.45833333488554,2.199999997392297,18.66666667163372,12.29999999826154,10.433333329856396,2.1561499422897157
1635781453.556,7.0083333334575,1.7583333359410318,76.02499999726813,2.199999997392297,18.66666667163372,12.766666666915015,10.433333329856396,2.233333339293793
1635781468.57,7.0083333334575,1.7583333359410318,76.02499999726813,2.2916666697710752,17.633333330353096,12.766666666915015,10.33333333209157,2.233333339293793
1635781483.586,7.8500000007140045,1.7249999971439536,74.87500000124177,2.2916666697710752,17.633333330353096,12.266666665673256,10.33333333209157,2.149999998509884
1635781498.612,7.8500000007140045,1.7249999971439536,74.87500000124177,2.1666666648040405,19.799999998261526,12.266666665673256,10.350000001490116,2.149999998509884
