"Time","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master","worker4"
1635865648.897,92.6083333355685,2.206887355526405,29.799999998261526,13.399999998509884,12.666666669150189,2.0750000017384735,7.449999999565378,1.941666665176541
1635865663.922,94.30833333016683,2.206887355526405,29.799999998261526,12.933333336065218,12.666666669150189,2.2333333299805673,7.708333333333329,3.825000006084636
1635865678.94,94.30833333016683,2.2999999982615407,20.833333333333343,12.933333336065218,12.27836288395541,2.2333333299805673,7.708333333333329,3.825000006084636
1635865693.951,94.01666666691501,2.2999999982615407,20.833333333333343,13.46666666368644,12.27836288395541,2.0916666680326017,7.6333333334575,1.6833333298563957
1635865708.976,94.01666666691501,2.158333333209157,18.40000000471869,13.46666666368644,12.138285103190299,2.0916666680326017,7.6333333334575,1.6833333298563957
1635865723.998,94.28333333538224,2.158333333209157,18.40000000471869,13.166666670391962,12.138285103190299,2.1333333353201596,7.966666667101293,1.650000000372529
1635865739.012,94.28333333538224,2.24166666778423,20.16666666294138,13.166666670391962,12.149999998509884,2.1333333353201596,7.966666667101279,1.650000000372529
1635865754.033,91.34166666772217,2.2416666677842585,20.16666666294138,12.933333329856396,12.149999998509884,2.0083333272486925,7.383333332836628,1.6666666666666572
1635865769.049,91.34166666772217,2.2666666687776598,19.780036659563336,12.933333329856396,15.766666668156788,2.0083333272486925,7.383333332836628,1.6666666666666572
1635865784.076,93.91727493544784,2.2666666687776598,19.780036659563322,13.500000002483532,15.766666668156788,2.158333336313561,7.099999999627471,1.7333333318432267
1635865799.126,93.91727493544784,2.2036043810359445,18.41973662674478,13.500000002483532,12.516666669398546,2.158333336313561,7.099999999627471,1.7333333318432267
1635865814.183,93.21598826499647,2.2036043810359445,18.41973662674478,14.066666668901846,12.516666669398546,2.058333335444331,7.341666666325182,1.658333335071788
1635865829.212,93.21598826499647,2.204729661125299,30.099999997764826,14.066666668901846,12.466666661202908,2.058333335444331,7.341666666325182,1.658333335071788
1635865844.237,94.65000000161429,2.204729661125299,30.099999997764826,12.999999995032965,12.466666661202908,2.1264540174154547,7.691666667039172,1.8000000001241858
1635865859.261,94.65000000161429,2.1416666700194185,19.766666665673256,12.999999995032951,12.17252183311956,2.1264540174154547,7.6916666670392,1.8000000001241858
1635865874.29,94.17500000136594,2.1416666700194185,19.766666665673256,13.100000005215406,12.17252183311956,2.0235356849150037,7.991666667318583,1.6666666666666714
1635865889.316,94.17500000136594,2.1333333322157415,20.700000002980232,13.100000005215406,12.22748183187376,2.0235356849150037,7.991666667318583,1.6666666666666714
1635865904.343,94.98333333060145,2.1333333322157415,20.700000002980232,13.433333331098169,12.22748183187376,2.79166666790843,7.7749999992859955,1.699999999254942
1635865919.369,94.98333333060145,2.0416666691501746,17.733333334326744,13.433333331098169,12.18333333730699,2.2500000024835174,7.7749999992859955,1.699999999254942
1635865934.395,92.81666666734964,2.041666669150203,17.733333334326744,13.733333330601454,12.183333337306976,2.2500000024835174,7.458333333488554,3.5499999982615265
1635865949.406,92.81666666734964,2.1833333279937506,20.399999997268125,13.733333330601454,12.316666667660087,2.0916666680326017,7.458333333488554,3.5499999982615265
1635865964.43,93.60000000180055,2.1833333279937506,20.399999997268125,14.833333337058619,12.316666667660087,2.0916666680326017,7.233333333084985,1.6750000013659445
1635865979.454,93.60000000180055,4.105596270394841,19.528361588951768,14.833333337058619,12.700000001738474,2.216666663686425,7.233333333084985,1.6750000013659445
1635865994.482,92.00000000031044,4.105596270394841,19.528361588951753,13.099999999006556,12.700000001738474,2.216666663686425,7.824999999720589,1.608333336189375
