"Time","system-worker2","vegeta","worker3","master","worker4","worker2","worker1","system-worker1"
1635863089.859,14.299999997019768,10.74999999254942,2.1833333342025725,7.600000000093104,1.8249999980131832,88.90000000130385,2.1916666720062494,20.200000001738474
1635863104.886,14.299999997019768,10.74999999254942,2.0847915194820956,7.600000000093132,1.8249999980131832,87.74999999906868,2.1500000016142877,18.99999999751647
1635863119.899,13.500000002483532,10.683333333581686,2.0847915194820956,7.691666666263103,1.5583333310981686,87.74999999906868,2.1500000016142877,18.99999999751647
1635863134.927,13.500000002483532,10.683333333581686,2.2485581930021112,7.691666666263103,1.5583333310981686,87.58333333302289,2.091666664928198,31.233333336810276
1635863149.953,13.300000000745058,10.899999998509884,2.2485581930021112,8.400000001614288,1.6666666666666572,87.58333333302289,2.091666664928198,31.233333336810276
1635863164.976,13.300000000745058,10.899999998509884,2.166666661699594,8.400000001614288,1.6666666666666572,88.02500000068297,2.166666664804012,20.49999999503295
1635863180,13.366666665921613,10.416666672875479,2.166666661699594,7.508333331594869,1.6833333329607996,88.02500000068297,2.166666664804012,20.49999999503295
1635863195.025,13.366666665921613,10.416666672875479,2.3500000033527613,7.508333331594869,1.6833333329607996,89.00833333221574,2.266666665673256,18.600000000248357
1635863210.048,14.799999998261526,10.63333333159487,2.3500000033527613,7.941666666883975,1.708333333954215,89.00833333221574,2.266666665673256,18.600000000248357
1635863225.068,14.799999998261526,10.63333333159487,2.2000000004967006,7.941666666883975,1.708333333954215,89.1833333329608,2.158333333209157,21.16666667163372
1635863240.092,13.666666665424898,10.61666666840513,2.2000000004967006,7.483333333705858,1.6083333330849854,89.1833333329608,2.158333333209157,21.16666667163372
1635863255.115,13.666666665424898,10.61666666840513,2.0666666608303785,7.483333333705858,1.6083333330849854,88.4500000004967,2.2416666708886765,18.699999998013183
1635863270.144,13.300000000745058,10.683333327372864,2.0666666608303785,7.741666667473808,1.708333333954215,88.4500000004967,2.2416666708886623,18.699999998013183
1635863285.168,13.300000000745058,10.683333327372864,2.2000000036011045,7.741666667473808,1.708333333954215,87.31666666610788,2.310819363501494,20.099999997764826
1635863300.188,13.033333333830043,10.58333333581686,2.2000000036011045,7.833333332867667,1.6083333330849854,87.31666666610788,2.310819363501494,20.099999997764826
1635863315.213,13.033333333830043,10.58333333581686,2.1416666700194327,7.833333332867667,1.6083333330849854,86.6583333350718,2.222481577323421,31.433333332339913
1635863330.228,14.33333333581686,10.549999997019782,2.1416666700194327,8.0083333328366,1.641666665673256,86.6583333350718,2.222481577323421,31.433333332339913
1635863345.255,14.33333333581686,10.549999997019782,2.1249999975164684,8.008333332836628,1.641666665673256,85.8666666628172,2.108333334326744,17.900000003476933
1635863360.277,13.066666666418314,10.300000005712121,2.1249999975164684,7.97499999947226,1.6916666707644765,85.8666666628172,2.108333334326744,17.900000003476933
1635863375.302,13.066666666418314,10.300000005712121,2.1333333322157415,7.97499999947226,1.6916666707644765,85.37500000403573,2.2833333319673983,20.733333329359695
1635863390.328,13.600000000248357,10.73333332935968,2.1333333322157415,7.375000000465661,1.624999996274724,85.37500000403573,2.2833333319673983,20.733333329359695
1635863405.347,13.600000000248357,10.73333332935968,2.1250000037252903,7.375000000465661,1.624999996274724,85.80833333078772,2.216666666790829,19.30000000322859
1635863420.372,13.49999999627471,10.583333342025682,2.1250000037252903,7.350000000248343,1.7250000002483574,85.80833333078772,2.216666666790829,19.30000000322859
1635863420.372,13.49999999627471,10.583333342025682,2.108333328117922,7.350000000248343,1.7250000002483574,88.38333333532016,2.091666664928198,20.599999999006585
