"Time","system-worker2","vegeta","worker3","master","worker4","worker2","worker1","system-worker1"
1635860530.369,11.699999999254914,8.583333337058633,2.225000001490116,6.950000001428023,1.6982201165479012,72.75833333221574,2.091666664928198,19.00000000372529
1635860545.389,11.699999999254942,8.75,2.225000001490116,6.950000001428023,1.6982201165479012,72.75833333221574,2.091666664928198,18.933333332339927
1635860560.409,12.633333336561918,8.75,1.9916666640589682,7.416666666200996,1.635109009378283,72.21666666368644,2.108333334326744,18.933333332339913
1635860575.458,12.633333336561918,8.483333333084971,1.9916666640589682,7.416666666200996,1.635109009378283,72.21666666368644,2.108333334326744,18.16666666418314
1635860590.509,12.466666661202908,8.483333333084971,2.0833333364377467,7.599999999317035,1.5750000004966864,72.02500000130385,2.1427619294071008,18.16666666418314
1635860605.522,12.466666661202908,8.733333330601454,2.0833333364377467,7.599999999317035,1.5750000004967006,72.02500000130385,2.1427619294071008,29.73333333308497
1635860620.548,12.600000003973648,8.733333330601454,2.1666666648040263,7.625000000310436,1.6250000024835174,73.05833333637565,2.1572419289458793,29.73333333308497
1635860635.568,12.600000003973648,8.899999999751657,2.1666666648040263,7.625000000310436,1.6250000024835174,73.05833333637565,2.1572419289458793,20.541279205909447
1635860650.587,13.13333333159487,8.899999999751657,2.0249999997516426,7.791666666356221,1.6833333329607996,72.68333333389212,2.1500000016142877,20.541279205909447
1635860665.606,13.13333333159487,8.566666667660087,2.0249999997516426,7.791666666356221,1.6833333329607996,72.68333333389214,2.1500000016142877,19.791979202390593
1635860680.629,12.900000003476947,8.566666667660087,2.1500000016142877,6.7416666665425,1.6749999982615265,72.40833333227783,2.4666666674117153,19.791979202390593
1635860695.653,12.900000003476947,8.699999998013183,2.1500000016142877,6.7416666665425,1.6749999982615265,72.40833333227783,2.4666666674117153,17.53333333258827
1635860710.678,12.199999994287893,8.699999998013183,2.1112444129412182,7.158333333209157,1.6333333340783867,72.20833333209157,2.01666666194798,17.53333333258827
1635860725.712,12.199999994287893,8.899999999751643,2.11124441294119,7.158333333209157,1.6333333340783867,72.20833333209157,2.01666666194798,19.633333329111338
1635860740.735,12.333333337058605,8.899999999751643,2.0554110839552635,7.700000000962362,1.6916666676600585,71.59999999838571,2.1833333342025583,19.633333329111338
1635860755.81,12.333333337058633,9.00000000372529,2.0554110839552635,7.700000000962362,1.6916666676600727,71.59999999838571,2.1833333342025583,17.49999999999997
1635860770.963,12.433333334823445,9.00000000372529,2.1333333353201596,7.33333333240202,1.7333333287388228,72.28333333662401,2.225000004594534,17.5
1635860785.988,12.433333334823445,8.616666663438096,2.1333333353201596,7.33333333240202,1.7333333287388086,72.28333333662401,2.333333333954201,31.766666670640305
1635860801.009,12.699999995529652,8.616666663438082,2.1500000016142877,7.124999999844789,1.6416666718820494,72.31666666300346,2.3333333339542293,31.766666670640305
1635860816.042,12.699999995529652,8.899999999751643,2.1500000016142877,7.124999999844789,1.6416666718820778,72.31666666300346,2.0666666639347824,18.033333333830015
1635860831.056,12.033333337555334,8.899999999751643,2.091666664928198,7.0166666666045785,1.5999999952813084,72.98333333339542,2.0666666639347824,18.033333333830043
1635860846.079,12.033333337555334,8.899999999751657,2.091666664928198,7.0166666666045785,1.5999999952813084,72.98333333339542,2.3416666686535024,19.1333333340784
1635860861.101,12.166666661699594,8.899999999751657,2.1250000006208865,7.4166666669771075,1.6916666676600585,71.4416666670392,2.3416666686535024,19.1333333340784
1635860876.128,12.166666661699608,8.466666669895261,2.1250000006208865,7.4166666669771075,1.6916666676600727,71.44166666703919,2.2000000004966864,18.033333333830043
