"Time","worker3","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta"
1635782431.739,2.116666669026017,6.66666666589056,1.7181615115942463,80.9499999989445,2.1500000016142877,20.26666666691503,12.100000002731875,11.450000001738474
1635782446.764,2.116666669026017,6.750000000465661,1.6985031904820858,81.0333333335196,2.1500000016142877,20.26666666691503,13.099999999006585,11.600000001490102
1635782461.792,2.131169391697597,6.750000000465661,1.6985031904820858,81.0333333335196,2.1757224653814546,17.066666663934754,13.099999999006585,11.600000001490102
1635782476.818,2.131169391697597,7.166666666356221,1.8916666631897243,82.32499999925494,2.175722465381469,17.066666663934782,12.699999995529652,12.099999996523067
1635782491.893,2.427233022156088,7.166666666356221,1.8916666631897243,82.32499999925494,2.5914430650113474,31.366666667163372,12.699999995529652,12.099999996523067
1635782506.921,2.427233022156088,7.183333333426461,1.7166666624446663,82.18333333265036,2.5914430650113474,31.366666667163372,12.366666669646904,11.616666670888662
1635782521.945,2.1500000016142877,7.183333333426461,1.7166666624446663,82.18333333265036,2.041666669150189,20,12.366666669646904,11.616666670888662
1635782536.969,2.1500000016142877,7.908333333519593,1.7333333349476305,83.4500000004967,2.041666669150189,20,12.29999999826154,11.28333333258827
1635782551.991,2.258333330973983,7.908333333519593,1.7333333349476305,83.4500000004967,2.0999999996274425,18.74250699223215,12.29999999826154,11.28333333258827
1635782567.014,2.258333330973983,6.958333333798976,1.6583333381762202,82.27500000037253,2.099999999627471,18.74250699223215,13.166666670391962,11.516666660706207
1635782582.034,2.0666666670391862,6.958333333798976,1.6583333381762202,82.27500000037253,2.7083333333333286,21.393300418193988,13.166666670391962,11.516666660706207
1635782597.055,2.0666666670391862,7.0749999986340555,1.6666666666666572,81.75833333283663,2.7083333333333286,21.393300418193988,11.966666666169957,11.716666668653488
1635782612.079,2.1916666689018314,7.0749999986340555,1.6666666666666572,81.75833333283663,3.7666666631897385,19.13333332786958,11.966666666169957,11.716666668653488
1635782627.102,2.1916666689018314,7.925000000589833,1.6749999951571226,83.09166666896392,3.7666666631897385,19.13333332786958,12.599999997764826,14.516666668156759
1635782642.124,2.079376181681752,7.925000000589833,1.6749999951571226,83.09166666896392,2.1510930424762194,18.300000000745058,12.599999997764826,14.516666668156788
1635782657.147,2.079376181681752,7.158333333209157,1.8333333358168602,83.52499999726811,2.1510930424762194,18.300000000745058,12.29999999826154,11.783333340038851
1635782672.163,2.1456436988217575,7.158333333209157,1.8333333358168602,83.52499999726811,2.22392637974707,29.499999998758256,12.29999999826154,11.783333340038851
1635782687.18,2.1456436988217575,9.100000000714019,1.7166666655490843,81.77499999913077,2.22392637974707,29.49999999875824,12.833333338300392,11.58333333209157
1635782702.203,2.0666666639347824,9.100000000714019,1.7166666655490843,81.77499999913077,2.0666666670392004,19.600000002731875,12.833333338300392,11.58333333209157
1635782717.224,2.0666666639347824,7.849999999937921,1.6333333371828047,83.3166666716958,2.0666666670392004,19.600000002731875,11.966666666169957,11.366666660954564
1635782732.241,2.20833333209157,7.849999999937921,1.6333333371828047,83.3166666716958,2.2250000045945058,16.933333333581686,11.966666666169957,11.366666660954564
1635782747.262,2.20833333209157,7.749999999844775,1.6083333299805673,82.37499999503294,2.22500000459452,16.933333333581686,12.566666665176555,11.733333331843227
1635782762.285,2.158333333209171,7.749999999844775,1.6083333299805673,82.37499999503294,2.1166666628171953,18.966666664928212,12.566666665176555,11.733333331843227
1635782777.308,2.158333333209157,7.441666666418314,1.6250000024835174,83.4250000010555,2.1166666628171953,18.966666664928198,11.766666664431497,11.483333334326744
