"Time","pod:recommendationservice-w2-5bbcb977f8-rtfh9_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-nhwkw_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-vpggj_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-kmkh8_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-v8lpr_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-w6pcr_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-fh7gz_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-np478_service:frontend_node:worker--2.novalocal"
1635859251.479,0.0994529177693801,0.01576667241630114,0.10525921288835444,0.08752290425199115,0.1908999421655318,0.09526901230474627,0.18946171439419754,0.09338627808520783,0.0887352466672145,0.3223406373867703,0.3149133215966185
1635859266.503,0.10801876017222381,0.016815814483371633,0.1303119002388112,0.09662014954992951,0.20589450147637162,0.10540101938213235,0.20941838205380225,0.09970745461100813,0.09613751174877189,0.35314784718964787,0.3510969787085084
1635859281.513,0.10801876017222381,0.016815814483371633,0.1303119002388112,0.09662014954992951,0.20589450147637162,0.10540101938213235,0.20941838205380225,0.09970745461100813,0.09613751174877189,0.35314784718964787,0.3510969787085084
1635859296.531,0.1088928471778,0.016874381411823465,0.1319449278876293,0.09830434105951483,0.21463300833053944,0.10659146379602857,0.21798922005778007,0.10025985811398638,0.09860442827423216,0.3784149226411041,0.37606716421558334
1635859311.554,0.1088928471778,0.016874381411823465,0.1319449278876293,0.09830434105951483,0.21463300833053944,0.10659146379602857,0.21798922005778007,0.10025985811398638,0.09860442827423216,0.3784149226411041,0.37606716421558334
1635859326.565,0.10848724444922243,0.01681537964695185,0.13062660329279338,0.09745561216418261,0.21409806465163028,0.10617699931509618,0.21793853227776194,0.1001659894638459,0.09730462921352415,0.377519302881261,0.3767168925778626
1635859341.586,0.10848724444922243,0.01681537964695185,0.13062660329279338,0.09745561216418261,0.21409806465163028,0.10617699931509618,0.21793853227776194,0.1001659894638459,0.09730462921352415,0.377519302881261,0.3767168925778626
1635859356.601,0.10761073761007871,0.01675833122661733,0.13097760324407104,0.09614416207010387,0.2134912607710595,0.10602470705641617,0.21768314198168986,0.1000761294727199,0.0963726403922674,0.376290376323415,0.3752381402093986
1635859371.612,0.10761073761007871,0.01675833122661733,0.13097760324407104,0.09614416207010387,0.2134912607710595,0.10602470705641617,0.21768314198168986,0.1000761294727199,0.0963726403922674,0.376290376323415,0.3752381402093986
1635859386.634,0.10703316601573587,0.01678749030311756,0.13144545724747483,0.09634112412994747,0.2124440498526899,0.10562329163424061,0.21727010204102515,0.09977095567009397,0.09540599650860376,0.37540956947462534,0.3747882310411955
1635859401.652,0.10703316601573587,0.01678749030311756,0.13144545724747483,0.09634112412994747,0.2124440498526899,0.10562329163424061,0.21727010204102515,0.09977095567009397,0.09540599650860376,0.37540956947462534,0.3747882310411955
1635859416.668,0.10630616118164163,0.016712054046571563,0.13185990019518737,0.09617577145689724,0.2118513297427508,0.10673899813552322,0.21795966488841784,0.09997530796045008,0.0947170500654917,0.37541290471279204,0.3735677290855055
1635859431.698,0.10630616118164163,0.016712054046571563,0.13185990019518737,0.09617577145689724,0.2118513297427508,0.10673899813552322,0.21795966488841784,0.09997530796045008,0.0947170500654917,0.37541290471279204,0.3735677290855055
1635859446.717,0.10623998167397257,0.016662264662908204,0.13186155033683244,0.09512782599575509,0.2117668454007844,0.10590252545267884,0.21697474919745047,0.0996615591392229,0.09471732181572937,0.37374564088910284,0.37281924450322623
1635859461.733,0.10623998167397257,0.016662264662908204,0.13186155033683244,0.09512782599575509,0.2117668454007844,0.10590252545267884,0.21697474919745047,0.0996615591392229,0.09471732181572937,0.37374564088910284,0.37281924450322623
