"Time","pod:productcatalogservice-w2-66565874fb-pczzq_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-fxdhx_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-2hjjj_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-2mmd7_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-dcnxg_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hzzwf_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-c6bqn_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-bjw9r_service:recommendationservice_node:worker--2.novalocal"
1635779873.848,0.04472691658379124,0.01020366493281059,0.017515816606664347,0.10325070147954618,0.11941889635596123,0.3673254403101345,0.3516833720444177,0.4304849234774908,0.4299144544669056,0.04528183441046789,0.010181527326244014
1635779888.873,0.04472691658379124,0.01020366493281059,0.017515816606664347,0.10325070147954618,0.11941889635596123,0.3673254403101345,0.3516833720444177,0.4304849234774908,0.4299144544669056,0.04528183441046789,0.010181527326244014
1635779903.914,0.04635859523588208,0.010004541337606847,0.017824855798985614,0.10619884252342798,0.12686243734775574,0.3881231565329385,0.37140296275954543,0.4701454623958652,0.4703686964062031,0.04545614132420644,0.010072891398541624
1635779918.943,0.04635859523588208,0.010004541337606847,0.017824855798985614,0.10619884252342798,0.12686243734775574,0.3881231565329385,0.37140296275954543,0.4701454623958652,0.4703686964062031,0.04545614132420644,0.010072891398541624
1635779933.964,0.04653707444631526,0.010177366177853512,0.01768723380595965,0.10610781509618347,0.12614800818398902,0.3849361684151478,0.3711520890647556,0.4687373838184389,0.46983738869588526,0.04532255849213061,0.010088435818948582
1635779948.995,0.04653707444631526,0.010177366177853512,0.01768723380595965,0.10610781509618347,0.12614800818398902,0.3849361684151478,0.3711520890647556,0.4687373838184389,0.46983738869588526,0.04532255849213061,0.010088435818948582
1635779964.013,0.04639907729123768,0.01025636872051484,0.017724340732543337,0.10652986141248609,0.12715831837579336,0.3865362179613303,0.37281506421822685,0.4711926628768027,0.47263007297418114,0.045871306236659616,0.010163412621781926
1635779979.025,0.04639907729123768,0.01025636872051484,0.017724340732543337,0.10652986141248609,0.12715831837579336,0.3865362179613303,0.37281506421822685,0.4711926628768027,0.47263007297418114,0.045871306236659616,0.010163412621781926
1635779994.045,0.04622125642154906,0.010360734645430488,0.017663387011694762,0.10661135329571392,0.12679771754923327,0.386412601305066,0.37196053039193844,0.47048896755810543,0.47244427972768316,0.04616585747228888,0.010175361417928944
1635780009.058,0.04622125642154906,0.010360734645430488,0.017663387011694762,0.10661135329571392,0.12679771754923327,0.386412601305066,0.37196053039193844,0.47048896755810543,0.47244427972768316,0.04616585747228888,0.010175361417928944
1635780024.077,0.04630186985812898,0.010485858583656488,0.01763727611049301,0.10645318392007182,0.12578830761731566,0.3854743939290711,0.3706484245694394,0.4705427638451766,0.470228467327123,0.04631578990560348,0.010209950870646273
1635780039.088,0.04630186985812898,0.010485858583656488,0.01763727611049301,0.10645318392007182,0.12578830761731566,0.3854743939290711,0.3706484245694394,0.4705427638451766,0.470228467327123,0.04631578990560348,0.010209950870646273
1635780054.127,0.04612150088708153,0.010526946341043088,0.017694762427712042,0.1067863080444573,0.12639179882215346,0.38626694836765485,0.3705693048491302,0.4719741860916051,0.4722990115554723,0.04647251113931984,0.010169364373487661
1635780069.15,0.04612150088708153,0.010526946341043088,0.017694762427712042,0.1067863080444573,0.12639179882215346,0.38626694836765485,0.3705693048491302,0.4719741860916051,0.4722990115554723,0.04647251113931984,0.010169364373487661
1635780084.171,0.04689571145212909,0.010603273626343229,0.017888409059210464,0.10785156785987222,0.12791457811081883,0.3904436451915182,0.37659603748143333,0.47604635065684636,0.4776160982951806,0.046847032647140574,0.01020498289798656
1635780099.205,0.04689571145212909,0.010603273626343229,0.017888409059210464,0.10785156785987222,0.12791457811081883,0.3904436451915182,0.37659603748143333,0.47604635065684636,0.4776160982951806,0.046847032647140574,0.01020498289798656
