"Time","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta","worker3"
1635779873.836,6.849999999782682,1.6833333329607996,65.56666666952273,2.1416666669150146,19.600000002731875,12.333333337058633,8.833333334575102,2.0666666608303785
1635779888.863,6.508333333767965,1.6833333329607996,63.966666663375996,2.2083333320915557,18.699999998013183,11.46666666492817,8.833333334575102,2.1333333322157415
1635779903.901,6.508333333767965,1.7250000033527613,63.966666663375996,2.20833333209157,18.699999998013183,11.466666664928198,8.566666661451265,2.1333333322157415
1635779918.929,7.2499999993791135,1.7250000033527613,60.7083333345751,2.166666671012834,17.13333333532016,12.366666663438082,8.566666661451265,2.1416666700194327
1635779933.953,7.2499999993791135,1.6666666635622676,60.7083333345751,2.166666671012834,17.13333333532016,12.366666663438082,8.616666675855726,2.1416666700194327
1635779948.981,6.858333332929732,1.6666666635622676,63.32033463667994,1.9844708059224416,18.8333333345751,11.466666671137034,8.616666675855726,2.166666661699608
1635779963.995,6.85833333292976,1.6666666697710752,63.32033463667994,1.9844708059224416,18.8333333345751,11.46666667113702,8.683333322405801,2.166666661699608
1635779979.008,6.666666667442755,1.6666666697710752,62.65459878967328,2.132235262612525,29.86666666343808,11.866666662196323,8.683333322405815,2.041666669150189
1635779994.032,6.666666667442769,1.7499999981373549,62.65459878967328,2.132235262612525,29.86666666343808,11.866666662196323,8.883333336561932,2.041666669150189
1635780009.048,6.533333333209157,1.7499999981373549,64.00000000062087,2.2083333351959737,19.63333333532016,12.300000004470348,8.883333336561932,2.099999999627471
1635780024.064,6.533333333209157,1.6250000024835316,64.00000000062087,2.2083333351959737,19.63333333532016,12.300000004470348,8.683333334823445,2.099999999627471
1635780039.079,6.558333333426475,1.6250000024835316,63.89166666660458,2.108333328117922,17.23333333308497,12.433333334823445,8.683333334823445,2.1333333322157415
1635780054.118,6.558333333426475,1.6166666646798404,63.89166666660458,2.108333328117922,17.23333333308497,12.433333334823445,9.033333330104739,2.1333333322157415
1635780069.14,6.774999999130756,1.6166666646798404,64.54999999919286,2.06666667014359,19.36666666840513,11.36666666095455,9.033333330104739,2.16666666790843
1635780084.163,6.774999999130756,1.5833333351959737,64.54999999919286,2.06666667014359,19.36666666840513,11.36666666095455,8.616666675855726,2.16666666790843
1635780099.19,6.608333333861083,1.5833333351959737,63.35833333122233,2.216666666790829,19.399999994784594,12.900000003476947,8.616666675855726,2.1250000006208865
1635780114.211,6.608333333861083,1.641666665673256,63.35833333122233,2.216666666790829,19.399999994784594,12.900000003476947,8.683333328614637,2.1250000006208865
1635780129.227,6.375000001086548,1.641666665673256,63.274999999751635,2.156895404429676,18.233333335568503,12.16666666790843,8.683333328614637,2.2148523450396453
1635780144.247,6.3750000010865335,1.7833333338300434,63.27499999975165,2.156895404429676,18.233333335568503,12.16666666790843,8.733333330601468,2.2148523450396453
1635780159.268,6.391666665828495,1.7833333338300434,62.90000000347693,2.3015343561132227,28.600000000248343,12.933333329856396,8.733333330601454,2.085139004424093
1635780174.292,6.391666665828495,1.6083333299805815,62.90000000347693,2.3015343561132227,28.600000000248343,12.933333329856396,8.883333336561932,2.085139004424093
1635780189.307,6.591666666790843,1.6083333299805815,63.63333333283663,2.091666661823794,19.233333331843212,11.633333334078387,8.883333336561932,2.1916666720062494
1635780204.343,6.591666666790843,1.6166666677842585,63.63333333283663,2.091666661823794,19.233333331843212,11.633333334078387,8.483333333084971,2.1916666720062494
1635780219.366,6.7333333333954215,1.6166666677842585,63.49999999937912,2.1166666690259888,17.260675505126272,12.166666667908416,8.483333333084971,2.224999998385698
