"Time","worker3","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta"
1635786269.699,2.0869449318271904,7.199999999720603,1.749999998137369,95.1333333319053,2.091254757573239,29.866666669646904,12.366666663438082,14.150000003476933
1635786284.715,2.0869449318271904,7.591666666946068,1.7166666686534882,96.82500000111759,2.091254757573239,29.866666669646904,12.2000000004967,14.150000003476933
1635786299.739,2.033333328242108,7.591666666946068,1.7166666686534882,96.82500000111759,2.091666668032616,19.33333332960804,12.2000000004967,14.36666666840513
1635786314.764,2.033333328242108,7.483333333705858,1.6249999993791278,97.00000000031044,2.091666668032616,19.33333332960804,11.9088091200814,14.36666666840513
1635786329.787,2.108333334326744,7.483333333705858,1.6249999993791278,97.00000000031044,2.266666668777674,16.30000000198683,11.9088091200814,14.499999992549434
1635786344.808,2.108333334326744,7.708333332557231,1.6416666656732417,96.05899016948476,2.266666668777674,16.30000000198683,11.99119911867011,14.499999992549434
1635786359.834,2.1083333312223402,7.708333332557231,1.6416666656732417,96.05899016948476,2.0666666639347824,19.600000002731875,11.99119911867011,14.466666666169957
1635786374.856,2.1083333312223402,7.325000000807108,1.6666666666666856,96.61610268179348,2.0666666639347824,19.600000002731875,12.600000003973662,14.466666666169957
1635786389.875,2.0750000017384735,7.325000000807151,1.6666666666666714,96.61610268179348,2.174999999503271,19.899999996026352,12.600000003973648,14.383333337803677
1635786404.891,2.0750000017384735,7.233333333084985,3.4999999993791278,96.61666666933645,2.174999999503285,19.899999996026352,12.599999997764826,14.383333337803677
1635786419.922,2.0666666670392146,7.233333333084985,3.4999999993791278,96.61666666933645,2.067437443526117,19.533333331346526,12.599999997764826,14.633333329111338
1635786434.961,2.0666666670391862,9.06666666657354,1.6083333330849854,96.50833333376795,2.067437443526117,19.533333331346512,11.600000001490116,14.633333329111338
1635786450.018,2.216666666790829,9.06666666657354,1.6083333330849854,96.50833333376795,2.282655819881299,28.300000000745058,11.600000001490116,14.216666668653488
1635786465.078,2.216666666790829,8.091666666635618,1.766666670640305,96.96666666151334,2.282655819881299,28.300000000745058,12.133333335320145,14.216666668653488
1635786480.142,2.091666668032616,8.091666666635618,1.766666670640305,96.96666666151334,2.14999999540548,18.23333333556853,12.133333335320145,14.450000002980218
1635786495.177,2.091666668032616,7.141666666915015,1.741666660333678,96.97500000397365,2.14999999540548,18.233333335568503,12.266666665673256,14.450000002980218
1635786510.238,2.266666665673256,7.141666666915015,1.741666660333678,96.97500000397365,2.233333329980553,18.0682764375438,12.266666665673256,14.816666661451265
1635786525.262,2.266666665673256,7.908333333519593,1.6583333350718021,96.34166666461776,2.2333333299805673,18.0682764375438,12.566666665176555,14.816666661451265
1635786540.318,2.1500000016142877,7.908333333519593,1.6583333350718021,96.34166666461776,2.158333339417979,19.766472057564442,12.566666665176555,14.683333337306976
1635786555.36,2.1500000016142877,7.8749999993791135,1.725000000248329,96.45000000173847,2.158333339417979,19.766472057564442,11.833333335816832,14.683333337306976
1635786570.411,2.51666666318971,7.8749999993791135,1.7250000002483574,96.45000000173847,2.32500000235936,18.700000004221977,11.83333333581686,14.466666666169957
1635786585.468,2.5166666631897385,7.175000000279397,1.6500000034769329,96.20833333271246,2.32500000235936,18.70000000422199,12.599999997764826,14.466666666169957
1635786600.525,2.315508914320503,7.175000000279397,1.6500000034769329,96.20833333271246,2.192748598511102,17.066666663934782,12.599999997764826,14.600000002731875
1635786615.576,2.315508914320503,7.62500000031045,1.7583333328366422,95.14999999975164,2.1927485985110877,17.066666663934782,12.29999999826154,14.600000002731875
