"Time","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master","worker4"
1635857972.515,36.99166666716337,2.2499999993791135,18.200000002980232,11.766666664431497,5.2000000017384735,2.199999997392297,7.866666667008147,1.8166666695227178
1635857987.533,37.116666669026024,2.2499999993791135,18.200000002980232,12.266666665673256,5.333333332091556,2.199999997392297,7.741666665145502,1.749999998137369
1635858002.608,37.116666669026024,2.0416666660457707,16.866666668405145,12.266666665673256,5.333333332091556,2.066666673248008,7.741666665145502,1.749999998137369
1635858017.652,38.94166666238258,2.0416666660457707,16.866666668405145,19.266666670640305,5.3166666626930095,2.066666673248008,7.366666668094695,1.6809942648629033
1635858032.667,38.94166666238258,2.099999999627471,27.133333329111338,19.266666670640305,5.3166666626930095,2.1916666626930095,7.366666668094695,1.6809942648629033
1635858047.689,38.93333333544433,2.099999999627471,27.133333329111338,12.83333333209157,5.449999999254942,2.1916666626930237,6.983333332464099,1.7106842780573999
1635858062.698,38.93333333544433,2.2434295987841466,18.200000002980232,12.83333333209157,5.449999999254942,2.0749999986340555,6.983333332464099,1.7106842780573999
1635858077.709,37.69166666703918,2.2434295987841466,18.200000002980232,12.966666668653488,5.966666669895247,2.0749999986340555,8.308333333116025,1.9583333314706834
1635858092.729,37.6916666670392,2.581807264837039,33.099999999006585,12.966666668653488,5.966666669895247,2.516666669398532,8.308333333116025,1.9583333314706834
1635858107.75,38.483333331532776,2.581807264837039,33.099999999006585,12.266666665673256,5.416666666666686,2.516666669398532,7.541666667287544,1.7583333359410034
1635858122.768,38.483333331532776,2.5916666692743746,18.50000000248353,12.266666665673256,5.416666666666671,2.091666661823794,7.541666667287544,1.7583333359410318
1635858137.792,37.149999996957675,2.5916666692743746,18.50000000248353,12.233333333084985,5.199999995529652,2.091666661823794,7.033333332898721,1.650000000372529
1635858152.807,37.149999996957675,2.2583333340783867,20.133333330353096,12.233333333084985,5.199999995529652,2.1916666689018314,7.033333332898721,1.650000000372529
1635858167.827,38.650000003787376,2.2583333340783867,20.133333330353096,11.945073990382966,5.46666667486231,2.1916666689018456,7.333333333954201,1.583333328987166
1635858182.847,38.650000003787376,2.1916666626930237,21.139430285105803,11.945073990382966,5.46666667486231,2.099999996523067,7.333333333954201,1.583333328987166
1635858197.871,37.51666666474194,2.1916666626930237,21.139430285105803,12.65502066569681,5.233333328117922,2.099999996523067,7.899999999596417,1.616666667784287
1635858212.897,37.51666666474194,2.316666667660087,18.325829580711968,12.65502066569681,5.233333328117922,2.1916666657974275,7.899999999596417,1.6166666677842585
1635858227.913,38.81666666672875,2.316666667660087,18.325829580711968,12.366666669646904,5.4833333318432125,2.1916666657974275,7.800000000279397,1.6750000044703484
1635858242.937,38.81666666672875,2.1956420384341016,19.466666666169957,12.366666669646904,5.4833333318432125,2.0666666701436043,7.800000000279397,1.6750000044703484
1635858257.962,37.88333333407837,2.1956420384341016,19.466666666169957,12.433333334823445,5.43242792867855,2.0666666701436043,7.824999999720589,1.58333333209157
1635858272.991,37.883333334078394,2.187687581080681,29.133333334078387,12.433333334823445,5.43242792867855,2.241666670888648,7.824999999720589,1.58333333209157
1635858288.005,38.666666666977115,2.187687581080681,29.133333334078387,11.666666666666671,5.317552930455477,2.241666670888648,7.658333333674818,1.650000000372529
1635858303.03,38.666666666977115,2.6833333385487492,19.766666665673227,11.666666666666671,5.317552930455477,2.016666665052341,7.658333333674818,1.650000000372529
1635858318.039,38.299999999192856,2.6833333385487492,19.766666665673256,11.933333333581686,5.216666658719376,2.0166666650523695,7.491666666852922,1.6333333309739828
