"Time","worker1","system-worker1","system-worker2","vegeta","worker3","master","worker4","worker2"
1635841360.604,2.1090363456969072,29.233333331843212,12.499999999999972,11.86666666840513,2.149999998509884,8.106621324264864,1.8666666684051165,91.24166666685294
1635841375.624,2.1090363456969072,17.2000000004967,12.5,11.633333327869579,2.149999998509884,8.106621324264864,1.8666666684051307,91.24166666685294
1635841390.651,2.1333333322157415,17.2000000004967,12.733333334326744,11.633333327869579,2.1166666659216133,7.325000000031039,1.699999999254942,90.6000000005588
1635841405.673,2.1333333322157415,18.733333330601425,12.733333334326744,12.033333331346512,2.1166666659216133,7.325000000031039,1.699999999254942,90.6000000005588
1635841420.704,2.2000000004967006,18.733333330601454,11.933333333581686,12.033333331346512,2.1749999995032994,7.950000000807151,1.7583333297322241,92.27499999882032
1635841435.724,2.2000000004967006,17.33333333705862,11.933333333581686,11.983333341777325,2.1749999995032994,7.950000000807151,1.7583333297322241,92.27499999882032
1635841450.747,2.0750000017384735,17.33333333705862,12.744967338681576,11.983333341777325,2.0166666650523695,7.791666666356221,1.8166666695227036,91.61666666778426
1635841450.747,2.0750000017384735,19.533333331346512,12.744967338681576,11.583333332091556,2.0166666650523695,7.791666666356221,1.8166666695227178,91.61666666778426
1635841480.79,2.149999998509884,19.533333331346512,12.555007332820935,11.583333332091556,2.275000003476933,7.8749999993791135,1.7749999960263523,91.28333333414048
1635841495.852,2.0040647679123396,16.733333331843212,12.555007332820935,12.283333328862952,2.275000003476933,7.8749999993791135,1.7749999960263523,91.28333333414048
1635841510.9,2.0040647679123254,16.733333331843212,11.633333334078387,12.283333328862994,2.0945810824175624,7.341666667101293,1.650000000372529,91.23333333370586
1635841525.917,2.0459547802633864,29.538030802168507,11.633333334078387,11.83333333581686,2.0945810824175624,7.341666667101293,1.650000000372529,91.23333333370586
1635841540.94,2.0459547802633864,29.538030802168507,11.433333332339927,11.83333333581686,1.997066081373049,7.374999999689564,1.6250000024835316,92.24999999782692
1635841555.964,2.2000000004967006,19.827988530085136,11.433333332339927,11.483333334326744,1.997066081373049,7.374999999689564,1.6250000024835316,92.24999999782692
1635841570.994,2.2000000004967006,19.827988530085136,12.43333333482343,11.483333334326744,2.2499999993791135,7.58333333379899,1.8250000042219625,92.00000000031044
1635841586.019,2.241666670888648,17.13333333532016,12.433333334823445,11.25,2.2499999993791135,7.58333333379899,1.825000004221991,92.00000000031044
1635841601.029,2.241666670888648,17.13333333532016,12.933333329856396,11.25,2.233333333084971,7.900000000372515,1.6416666625688379,91.48333333277454
1635841616.057,2.2166666605820353,20.5666666664183,12.933333329856396,11.149999996026352,2.233333333084971,7.900000000372515,1.6416666625688379,91.48333333277454
1635841631.075,2.2166666605820353,20.566666666418314,12.733333334326744,11.149999996026352,2.083333333333343,7.733333332774535,1.7166666624446805,91.30833333668609
1635841646.1,2.1333333353201596,16.966666666169957,12.733333334326744,11.50000000372529,2.083333333333343,7.733333332774535,1.7166666624446805,91.30833333668609
1635841661.124,2.1333333353201596,16.966666666169957,11.633333334078387,11.50000000372529,2.216666669895247,7.6833333331160105,1.7500000074505948,90.8416666649282
1635841676.184,2.1807943491753576,18.99999999751647,11.633333334078387,11.433333332339927,2.216666669895247,7.683333333116025,1.7500000074505806,90.8416666649282
1635841691.224,2.1807943491753576,18.99999999751647,12.46666666741173,11.433333332339927,2.0500000007450723,7.6583333336748325,1.6833333267519919,92.08333333333333
1635841706.248,2.26090436000554,29.83333333705862,12.46666666741173,11.33333332836628,2.0500000007450723,7.658333333674818,1.6833333267519919,92.08333333333333
