"Time","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master","worker4"
1635837522.426,75.78333332979432,2.216666666790843,20.301453913657028,13.300000000745058,8.63333333904545,2.1333333322157415,8.28555237031324,1.6750000044703484
1635837537.483,75.78333332979432,2.1195760875143748,19.33333333581686,13.300000000745058,8.71666666120288,2.1333333322157415,8.28555237031324,1.6750000044703484
1635837552.531,74.08333333830038,2.1195760875143748,19.33333333581686,11.833333329608038,8.716666661202893,2.1749999995032994,7.9249999998137355,1.6833333329607996
1635837567.546,74.08333333830038,2.030406081961459,29.66666666790843,11.833333329608038,8.716666667411715,2.1749999995032994,7.9249999998137355,1.6833333329607996
1635837582.57,75.18333333389212,2.030406081961459,29.66666666790843,11.83333333581686,8.716666667411715,2.1166666659216133,7.4166666669771075,1.7916666654248985
1635837597.59,75.18333333389212,2.1083333312223402,17.16666666790843,11.83333333581686,8.866666667163386,2.1166666659216133,7.4166666669771075,1.7916666654248985
1635837612.611,73.54999999670932,2.1083333312223402,17.16666666790843,11.999999998758241,8.866666667163386,2.1749999995032994,7.616666667163386,1.6750000013659445
1635837627.638,73.54999999670932,2.1166666659216133,20.599999999006585,11.999999998758241,8.550000004470348,2.1749999995032994,7.616666667163358,1.6750000013659445
1635837642.652,73.93333333544433,2.1166666659216133,20.599999999006585,12.600000003973648,8.550000004470348,2.183333334202544,7.374999999689564,1.7666666675359153
1635837657.671,73.93333333544433,2.2666666687776598,18.800000001986817,12.600000003973648,8.733333330601454,2.1833333342025583,7.374999999689564,1.7666666675359153
1635837672.692,77.44999999956538,2.2666666687776598,18.800000001986817,12.033333331346512,8.733333330601454,2.3083333329608138,7.574999999875814,1.6749999951571226
1635837687.714,77.44999999956538,2.3500000002483574,18.03333332762122,12.033333331346512,8.75,2.3083333329608138,7.574999999875814,1.6749999951571226
1635837702.735,74.44166666517656,2.3500000002483574,18.03333332762122,12.366666663438053,8.75,2.1500000016142877,7.716666666480393,1.6416666687776313
1635837717.799,74.44166666517656,2.0097990188563557,20,12.366666663438082,8.84999999776484,2.1500000016142877,7.716666666480393,1.6416666687776598
1635837732.84,75.16666666915019,2.0097990188563557,20,11.733333338052034,8.84999999776484,2.1666666648040263,7.741666666697711,1.7666666644314972
1635837747.85,75.16666666915019,2.19021902550368,29.400000000993415,11.733333338052034,8.583333330849811,2.1666666648040263,7.741666666697711,1.7666666644314972
1635837762.871,75.04166666418314,2.19021902550368,29.400000000993415,12.399999996026366,8.583333330849811,2.099999999627471,6.941666666728736,1.6833333360652318
1635837777.885,75.04166666418314,2.2333333268761635,17.799999999503285,12.399999996026352,8.833333334575102,2.099999999627471,6.94166666672875,1.6833333360652034
1635837792.907,74.70833333053938,2.2333333268761635,17.799999999503285,11.966666666169957,8.833333334575102,2.225000001490116,7.425000000124172,1.6583333319673983
1635837807.922,74.70833333053938,2.2000000004967006,19.199999999254956,11.966666666169957,8.683333334823445,2.225000001490116,7.425000000124172,1.6583333319673983
1635837822.949,75.29166666946062,2.2000000004967006,19.199999999254942,12.000000004967049,8.683333334823445,2.1333333322157415,7.683333333116025,1.6750000013659303
1635837837.971,75.29166666946062,2.2083333320915557,18.566666667660087,12.000000004967049,8.683333334823445,2.1333333322157415,7.683333333116025,1.6750000013659303
1635837852.994,73.66666666697711,2.2083333320915557,18.566666667660087,12.233333333084957,8.683333334823445,2.008333336561904,7.325000000807137,1.6999999992549135
1635837868.014,73.66666666697711,2.1916666720062494,17.633333336561932,12.233333333084985,8.933333332339927,2.008333336561904,7.325000000807137,1.699999999254942
