"Time","worker4","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master"
1635787550.353,1.6500000034769329,96.99999999875824,2.278337441496646,29.93333333482346,12.933333336065218,14.833333330849797,2.2116218546608195,7.933333332960785
1635787565.379,1.6500000034769329,96.36666666716337,2.2500000055879354,18.6666666654249,12.933333336065218,14.833333330849797,2.0750000017384735,7.9333333329608
1635787580.402,1.708333330849797,96.36666666716337,2.2500000055879354,18.6666666654249,11.900000000993415,14.550000000745058,2.0750000017384735,7.325000000031039
1635787595.425,1.708333330849797,96.5749999973923,2.158333330104739,16.900000000993415,12.633333330353096,14.550000000745058,2.141666666915029,7.325000000031039
1635787610.44,1.6749999982615265,96.5749999973923,2.158333330104739,16.900000000993415,12.633333330353096,14.616666665921613,2.1416666669150146,7.300000000589833
1635787625.465,1.6749999982615265,95.46666666865349,2.1250000037252903,19.700000000496715,12.30584628138493,14.616666665921613,2.091666664928198,7.300000000589833
1635787640.487,1.7333333411564666,95.46666666865349,2.1250000037252903,19.700000000496715,12.30584628138493,14.750000002483517,2.091666664928198,7.2333333323088596
1635787655.511,1.7333333411564382,97.3083333314086,2.3481767870966053,17.43333333482346,12.560837387669068,14.750000002483517,2.2916666697710752,7.233333332308874
1635787670.538,1.6499999941637071,97.3083333314086,2.3481767870966053,17.43333333482346,12.560837387669068,14.733333333084971,2.2916666697710752,8.108333333705858
1635787685.599,1.6499999941637071,96.49166666592161,2.176449019902037,19.366666662196323,12.2000000004967,14.733333333084971,2.1249999975164684,8.108333333705858
1635787700.633,1.5833333383003918,96.49166666592161,2.176449019902037,19.366666662196323,12.2000000004967,15.033333338797092,2.1249999975164684,7.458333333488554
1635787715.646,1.5833333383003918,96.89166666784634,2.067011171633027,29.800000004470334,12.733333334326744,15.033333338797092,2.0916666711370198,7.458333333488554
1635787730.672,1.641666662568852,96.89166666784634,2.067011171633027,29.80000000447035,12.733333334326744,14.799999992052719,2.0916666711370198,7.716666666480407
1635787745.696,1.641666662568852,96.60000000149012,1.991666667163372,17.23333333308497,11.633333327869579,14.799999992052719,2.199999997392297,7.716666666480407
1635787760.711,1.8000000001241858,96.60000000149012,1.991666667163372,17.23333333308497,11.633333327869579,14.533333337555334,2.199999997392297,7.61666666638726
1635787775.734,1.8000000001241858,97.01666666660458,2.2000000004966864,19.400000000993415,12.266666671882092,14.533333337555334,2.0333333344509157,7.61666666638726
1635787790.759,1.7833333338300434,97.01666666660458,2.2000000004966864,19.400000000993415,12.266666671882078,14.566666670143604,2.0333333344509157,7.733333333550647
1635787805.775,1.7833333338300434,97.02500000130385,2.20833333209157,17.99999999503295,12.566666665176555,14.566666670143604,2.149999995405466,7.733333333550647
1635787820.797,1.591666666790843,97.02500000130385,2.20833333209157,17.99999999503295,12.566666665176555,14.866666663438082,2.149999995405466,7.458333332712456
1635787835.811,1.591666666790843,96.88333333314706,2.316666664555669,19.433333333581686,13.099999999006585,14.866666663438082,2.0666666701436043,7.458333332712456
1635787850.831,1.6916666676600869,96.88333333314706,2.316666664555669,19.433333333581686,13.099999999006585,14.883333332836628,2.0666666701436043,7.400000000682965
1635787865.844,1.6916666676600869,96.61666666467984,2.107279695596546,17.63333333656192,12.100000002731889,14.883333332836628,2.0493168927547885,7.400000000682965
1635787880.869,1.699999999254942,96.61666666467984,2.107279695596546,17.63333333656192,12.100000002731875,14.816666667660087,2.0493168927547885,7.983333334171533
1635787895.894,1.699999999254942,96.96666666772217,2.342838083473225,29.100000001490116,12.166666661699608,14.816666667660087,2.1007002353986053,7.983333334171533
