"Time","vegeta","worker3","master","worker4","worker2","worker1","system-worker1","system-worker2"
1635866929.71,13.500000002483532,2.274999997268125,8.008333333612725,1.6833333360652176,95.8416666664804,2.052394461446781,31.63333332786958,13.800000001986817
1635866944.727,13.500000002483532,2.0833333364377467,8.008333333612725,1.6833333360652176,94.55000000074506,2.099999999627471,19.689550649865254,13.800000001986817
1635866959.753,12.833333332091584,2.0833333364377467,8.208333333022892,1.699999999254942,94.55000000074506,2.099999999627471,19.689550649865254,12.899999997268125
1635866974.776,12.83333333209157,2.208333335195988,8.208333333022892,1.699999999254942,95.86666666747381,2.108333334326744,22.212215216324665,12.899999997268125
1635866989.798,13.450000000496715,2.2083333351959737,7.366666665766402,1.7499999981373549,95.86666666747381,2.108333334326744,22.212215216324665,13.000000001241759
1635867004.814,13.450000000496715,2.1249999975164684,7.366666665766402,1.7499999981373549,96.50833333221574,2.20833333209157,20.100000003973634,13.000000001241759
1635867019.841,13.583333337058619,2.1249999975164684,7.175000000279397,1.6916666707644907,96.50833333221574,2.20833333209157,20.100000003973634,13.666666665424898
1635867034.856,13.583333337058619,2.1500000016142877,7.175000000279397,1.6916666707644907,95.791666667598,2.1416666669150146,19.700000000496715,13.666666665424898
1635867049.873,13.199999996771396,2.1500000016142877,7.350000000248357,1.7499999981373549,95.791666667598,2.1416666669150146,19.700000000496715,14.766666671882078
1635867064.887,13.19999999677141,2.208333328987166,7.350000000248343,1.7499999981373549,95.67499999888241,2.20615189565585,22.199999994287893,14.766666671882078
1635867079.905,12.599999997764826,2.208333328987166,8.083333334264651,1.699999996150538,95.67499999888241,2.20615189565585,22.199999994287893,13.266666661947966
1635867094.929,12.599999997764826,2.2083333351959453,8.083333334264651,1.699999996150538,96.19166666952272,2.2105157867685534,32.066666670143604,13.266666661947966
1635867109.948,12.633333336561918,2.2083333351959595,7.574999999099717,1.8500000052154064,96.19166666952272,2.2105157867685534,32.066666670143604,13.96666667113702
1635867124.974,12.633333336561918,2.16666666790843,7.574999999099717,1.8500000052154064,95.40833333041519,2.150000004718706,18.899999999751643,13.96666667113702
1635867139.993,12.83333333209157,2.16666666790843,7.050000000745044,1.683333332960828,95.40833333041519,2.150000004718706,18.899999999751643,13.866666667163372
1635867155.018,12.83333333209157,2.233333333084971,7.050000000745044,1.6833333329607996,95.91666666635622,2.54166666418314,21.00000000248353,13.866666667163372
1635867170.042,12.61666666095455,2.233333333084971,7.5249999994412065,1.7749999991307703,95.91666666635622,2.54166666418314,21.00000000248353,14.499999998758241
1635867185.064,12.61666666095455,2.0333333375553337,7.5249999994412065,1.7749999991307703,95.80833333389212,2.216666666790843,18.756870188880953,14.499999998758241
1635867200.093,12.516666669398546,2.0333333375553337,7.799999999503299,1.7250000002483432,95.80833333389212,2.216666666790843,18.756870188880953,13.23333332935968
1635867215.115,12.516666669398546,2.324999999254942,7.799999999503299,1.7250000002483432,76.79999999857198,2.2833333319674125,24.246972878034384,13.23333332935968
1635867230.142,13.216666672378778,2.324999999254942,7.483333333705858,1.883333334699273,76.79999999857198,2.2833333319673983,24.246972878034384,14.066666668901846
1635867245.172,13.216666672378778,2.091666664928198,7.483333333705858,1.883333334699273,85.01666667095076,2.2271455218916003,20.400000003476947,14.066666668901846
1635867260.201,12.483333330601454,2.091666664928198,7.783333333985254,1.7916666623204947,85.01666667095076,2.2271455218916003,20.400000003476933,13.766666669398546
1635867275.227,12.483333330601454,2.200000000496715,7.783333333985254,1.7916666623204947,94.69999999584009,2.364594452237185,32.233333333084985,13.766666669398546
