"Time","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta","worker3"
1635840081.58,7.566666666728764,2.091666664928198,86.23333333060145,2.099300233627986,17.5,13.185530918591184,12.383333332836628,2.312148349499708
1635840096.595,7.566666666728764,2.091666664928198,86.01666667032987,2.41545893707395,31.3333333345751,12.533333332588242,12.383333332836628,2.438006878502904
1635840111.619,7.683333333116025,1.7250000033527755,86.01666667032987,2.41545893707395,31.3333333345751,12.53333333258827,14.000000003725305,2.438006878502904
1635840126.644,7.325000000031039,1.7250000033527755,87.56666666362435,2.1267723121227533,21.19999999801317,12.033333337555334,14.00000000372529,2.0749999955296516
1635840141.67,7.325000000031039,1.8916666631897243,87.56666666362435,2.1267723121227533,21.19999999801317,12.033333337555334,11.450000001738474,2.0749999955296516
1635840156.69,7.950000000031039,1.8916666631897243,87.76666666846722,2.216666666790829,18.566666667660087,12.999999995032951,11.450000001738474,2.158333336313561
1635840171.714,7.950000000031039,1.7250000002483432,87.76666666846722,2.216666666790829,18.566666667660087,12.999999995032951,11.25,2.158333336313561
1635840186.737,7.383333333612711,1.7250000002483432,87.25833333407839,2.1333333322157415,17.13333333532016,12.166666667908444,11.25,2.266666665673256
1635840201.75,7.383333333612711,1.8416666674117295,87.25833333407839,2.1333333322157415,17.13333333532016,12.16666666790843,10.983333333084985,2.266666665673256
1635840216.775,7.48333333292976,1.8416666674117295,88.48333332998057,2.1916666657974133,19.466666666169957,12.333333337058633,10.983333333084985,2.2416666646798404
1635840231.802,7.48333333292976,1.7916666654248985,88.48333332998057,2.1916666657974133,19.466666666169957,12.333333337058633,11.116666663438096,2.2416666646798404
1635840246.824,7.875000000155225,1.7916666654248985,85.99166666623205,2.4343508402726286,19.633333329111338,11.599999995281294,11.116666663438096,2.100000002731875
1635840261.847,7.875000000155225,1.7750000022351742,85.99166666623205,2.4343508402726286,19.633333329111338,11.599999995281294,11.183333334823459,2.100000002731875
1635840276.87,7.666666667597994,1.7750000022351742,86.24166666840513,4.232795411613054,29.600000002731875,13.133333337803677,11.183333334823459,2.233333336189375
1635840291.887,7.666666667597994,1.8916666631897243,86.24166666840513,4.232795411613054,29.600000002731875,13.133333337803677,11.383333336561918,2.233333336189375
1635840306.905,7.525000000217304,1.8916666631897243,86.51666666691501,2.2144832863639436,17.79999999950327,12.733333334326744,11.383333336561918,2.1916666626930095
1635840321.922,7.525000000217304,1.8499999990065845,86.51666666691501,2.2144832863639436,17.799999999503285,12.733333334326744,11.599999995281294,2.1916666626930237
1635840336.944,7.733333331998438,1.8499999990065845,88.4749999968335,2.352215521301133,19.83333333084981,12.633333330353096,11.599999995281294,2.275000003476933
1635840351.962,7.733333331998438,2.2083333351959737,88.4749999968335,2.352215521301133,19.83333333084981,12.633333330353096,11.36666667337218,2.275000003476933
1635840366.99,11.45000000018625,2.2083333351959737,87.50000000620882,2.2916666635622676,18.866666667163372,12.066666663934797,11.36666667337218,2.16666666790843
1635840382.016,11.450000000186265,3.183333333581686,87.50000000620882,2.2916666635622676,18.866666667163372,12.066666663934782,10.933333331098154,2.16666666790843
1635840397.04,8.208333333799004,3.183333333581686,85.87499999596427,2.149999998509884,16.566666668901846,13.66666667163372,10.933333331098154,2.179709373325295
1635840412.064,8.208333333799004,1.6750000013659445,85.87499999596427,2.149999998509884,16.566666668901846,13.66666667163372,11.233333330601454,2.1797093733253234
1635840427.089,7.624999998758241,1.6750000013659445,87.97500000180055,2.0453712670993554,19.266666664431497,11.799999997019768,11.233333330601454,2.0786104734491744
