"Time","worker4","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master"
1635834963.384,1.6916666645556688,39.27499999913076,2.1833333342025583,18.933333332339913,12.133333335320145,5.2000000017384735,2.2333333330849854,7.324999999254942
1635834978.409,1.708333333954215,41.241666665300734,2.1833333342025583,18.933333332339913,12.2000000004967,5.249999997516468,2.2333333330849854,7.333333333954215
1635834993.425,1.708333333954215,41.241666665300734,2.1500000016142877,18.399999998509884,12.2000000004967,5.249999997516468,2.149999998509884,7.333333333954215
1635835008.44,1.7333333318432267,40.883333335320145,2.1500000016142877,18.399999998509884,12.266666665673256,5.329289430311135,2.149999998509884,7.833333333643779
1635835023.459,1.7333333318432267,40.883333335320145,2.142404957479215,17.13333333532016,12.266666665673256,5.329289430311135,2.108333334326744,7.833333333643779
1635835038.484,1.7014965211124036,40.224999998075276,2.1424049574792434,17.13333333532016,11.9333333335817,5.304040534764326,2.108333334326744,7.441666666418286
1635835053.499,1.7014965211123751,40.224999998075276,2.1159168971979625,29.266666664431497,11.933333333581686,5.304040534764326,2.0833333333333286,7.441666666418314
1635835068.522,1.6985031811679363,39.95000000111758,2.1159168971979483,29.266666664431497,11.999999998758241,5.316666668901846,2.0833333333333286,7.391666665983692
1635835083.536,1.6985031811679363,39.95000000111758,2.0416666660457707,18.766666669398518,11.999999998758241,5.316666668901846,2.233333329980553,7.391666665983692
1635835098.568,1.6499999972681252,41.86666666995734,2.0416666660457707,18.766666669398546,12.2000000004967,5.316666668901846,2.2333333299805673,7.208333333643765
1635835113.593,1.6499999972681252,41.86666666995734,2.1333333322157415,19.30000000322859,12.2000000004967,5.316666668901846,2.083333333333343,7.208333333643765
1635835128.605,1.7416666727513075,40.07499999987583,2.1333333322157415,19.30000000322859,12.866666664679855,5.416666666666643,2.083333333333343,7.991666665766388
1635835143.624,1.7416666727513075,40.07499999987583,2.208333335195988,17.83333333209157,12.866666664679855,5.416666666666671,2.116666669026017,7.991666665766388
1635835158.648,1.7166666624446663,39.86666666499028,2.2083333351959737,17.83333333209157,12.233333333084985,5.349999995281294,2.116666669026017,7.6166666679394694
1635835173.663,1.7166666624446663,39.86666666499028,2.3500000002483574,18.033333333830043,12.233333333084985,5.349999995281294,2.0083333334575286,7.6166666679394694
1635835188.687,1.6583333350718021,40.46666666554908,2.3500000002483574,18.033333333830043,11.900000000993415,5.316666668901846,2.0083333334575144,7.433333333271236
1635835203.714,1.6583333350718021,40.46666666554908,2.184053577031648,18.866666667163372,11.900000000993415,5.316666668901846,2.166666664804012,7.433333333271236
1635835218.739,1.649999997268111,39.82499999925494,2.1840535770316194,18.866666667163372,12.133333335320145,5.316666668901831,2.166666664804012,7.458333332712471
1635835233.755,1.649999997268111,39.82499999925494,2.2659819251283864,29.49999999875824,12.133333335320145,5.316666668901846,2.1916666689018314,7.458333332712456
1635835248.782,1.650000000372529,40.4333333329608,2.265981925128358,29.49999999875824,12.5,5.633333331594855,2.1916666689018314,8.000000000465661
1635835263.805,1.650000000372529,40.4333333329608,2.166666664804012,17.75800593254698,12.5,5.633333331594855,2.1416666638106108,8.000000000465661
1635835278.829,1.650000003476947,41.816666667970516,2.166666664804012,17.75800593254698,12.666666669150189,5.616666662196323,2.1416666638106108,7.6416666666045785
1635835293.853,1.650000003476947,41.816666667970516,2.258333334078401,19.347847826689204,12.666666669150189,5.616666662196323,2.1333333353201596,7.6416666666045785
1635835308.878,1.816666660209492,41.975000002421446,2.258333334078401,19.347847826689204,11.966666666169957,7.0166666681567875,2.1333333353201596,7.658333332898721
