"Time","system-worker1","system-worker2","vegeta","worker3","master","worker4","worker2","worker1"
1635842639.82,20.200000001738474,11.699999999254942,11.749999995032951,2.1250000006208865,7.558333334357783,1.808333334823459,95.20000000018626,2.1166666659216133
1635842654.832,20.200000001738474,11.766666664431497,11.749999995032951,2.1250000006208865,7.699999999410167,1.749999998137369,93.34166666337599,2.1166666659216133
1635842669.857,16.966666666169957,11.766666664431497,12.433333328614623,2.0916666680326017,7.699999999410167,1.749999998137369,93.34166666337599,2.116666662817181
1635842684.881,16.966666666169957,12.733333334326744,12.433333328614623,2.0916666680326017,7.541666666511432,1.6749999982615265,94.58333333488554,2.1166666628171953
1635842699.93,19.633333329111338,12.733333334326744,12.200000006705523,2.166666671012834,7.541666666511432,1.6749999982615265,94.58333333488554,1.9666666692743604
1635842714.975,19.633333329111338,12.433333334823445,12.200000006705523,2.166666671012834,7.408333333053918,1.7416666665424998,95.10000000397365,1.9666666692743604
1635842730.021,17.26666667188205,12.433333334823445,11.900000000993401,2.2499999993791135,7.408333333053932,1.7416666665424998,95.10000000397365,2.1166666659216133
1635842745.056,17.266666671882064,12.099999996523053,11.900000000993401,2.2499999993791135,7.58333333379899,1.8000000032285897,93.52499999882032,2.1166666659216133
1635842760.12,19.86666666343808,12.099999996523053,12.416666665424898,2.3583333318432267,7.58333333379899,1.8000000032285897,93.52499999882032,2.1492835745011547
1635842775.148,19.86666666343808,12.066666670143604,12.416666665424898,2.3583333318432267,8.466666666790829,1.7249999971439536,93.79166666728754,2.149283574501183
1635842790.219,29.7000000004967,12.066666670143604,12.333333337058633,2.1416666669150146,8.466666666790829,1.7249999971439536,93.79166666728754,2.255451087485625
1635842805.264,29.7000000004967,12.46666666741173,12.333333337058633,2.1416666669150146,7.374999999689564,1.6000000014901161,94.58333333178113,2.255451087485625
1635842820.32,16.633333334078387,12.46666666741173,12.14999999850987,2.1749999995032994,7.374999999689564,1.6000000014901161,94.58333333178113,2.228630485182279
1635842835.369,16.633333334078387,12.033333331346512,12.14999999850987,2.1749999995032994,7.516666667846337,1.8000000001241574,95.2999999995033,2.228630485182279
1635842850.438,18.733333330601454,12.033333331346512,12.28333332886298,2.074999998634027,7.516666667846337,1.8000000001241858,95.2999999995033,2.1416666638106108
1635842865.487,18.733333330601454,12.366666663438096,12.28333332886298,2.0749999986340555,7.558333332029463,1.6583333319674125,95.29166666635622,2.1416666638106108
1635842880.526,17.733333334326744,12.366666663438082,12.249999996274724,2.16666666790843,7.558333332029491,1.6583333319673983,95.29166666635622,2.274999997268125
1635842895.566,17.733333334326744,12.46666666741173,12.249999996274724,2.16666666790843,7.58333333379899,1.7166666655490843,95.75833333345751,2.274999997268125
1635842910.63,19.83333333705862,12.46666666741173,12.266666671882078,2.216666666790857,7.58333333379899,1.7166666655490843,95.75833333345751,1.9083333419015105
1635842925.653,19.83333333705862,12.866666670888662,12.549999995778009,2.216666666790857,7.908333333519593,1.650000003476947,95.3249999989445,1.9083333419014963
1635842940.711,17.133333329111338,12.866666670888662,12.549999995778009,2.1641343437789544,7.908333333519593,1.650000003476947,95.3249999989445,2.193464569213603
1635842955.747,17.133333329111338,12.133333329111338,12.466666667411744,2.1641343437789544,7.633333332681417,1.7083333339541866,94.46666666772217,2.193464569213603
1635842970.798,29.966666667411715,12.133333329111338,12.466666667411715,2.127517678084061,7.633333332681417,1.708333333954215,94.46666666772217,2.1314920480347155
1635842985.834,29.96666666741173,11.53333333631356,12.366666669646904,2.127517678084075,7.341666666325182,1.7249999971439394,94.90833333383004,2.1314920480347155
