"Time","worker2","worker1","system-worker1","system-worker2","vegeta","worker3","master","worker4"
1635843919.298,97.0916666680326,2.158333333209157,19.900000002235174,11.766666664431497,15.63333333159487,2.166666671012834,7.41666666620101,1.7250000002483574
1635843919.298,97.0916666680326,2.1416666669150146,18.28988112753113,11.766666664431497,15.63333333159487,2.108333334326744,7.41666666620101,1.7250000002483574
1635843949.333,97.16666666635622,2.1416666669150146,18.28988112753113,11.466666664928198,13.000000001241759,2.108333334326744,7.408333333053932,1.6166666677842443
1635843964.358,97.78333333320916,2.149999995405466,21.91410551482454,11.466666664928198,13.000000001241759,2.316666664555669,7.408333333053932,1.6166666677842443
1635843979.385,97.78333333320916,2.149999995405466,21.91410551482454,12.433333334823445,17.566666658967705,2.316666664555669,7.533333333364368,1.7583333328366422
1635843994.41,97.4166666638727,2.2916666697710752,18.933333332339927,12.433333334823445,17.566666658967733,2.2249999983857123,7.533333333364368,1.7583333328366422
1635844009.433,97.4166666638727,2.2916666697710752,18.933333332339913,12.2000000004967,12.616666673372194,2.2249999983857123,7.975000000248343,1.7166666624446805
1635844024.455,97.32500000080715,2.158333336313561,17.566666671385363,12.2000000004967,12.616666673372194,3.1355169761153547,7.975000000248343,1.7166666624446805
1635844039.478,97.32500000080715,2.158333336313561,17.566666671385363,12.333333330849811,12.549999995778009,3.1355169761153547,8.950000000186236,1.7166666686534882
1635844054.502,97.33333333550642,2.249999996274724,28.899999999751643,12.333333330849811,12.549999995778009,2.1057721229022377,8.950000000186265,1.7166666686534882
1635844069.527,97.33333333550642,2.2499999962747097,28.899999999751643,11.53333333631356,13.116666668405145,2.1057721229022377,9.883333332836614,1.58333333209157
1635844084.545,97.55000000043462,2.1565229000876087,19.1333333340784,11.53333333631356,13.116666668405145,2.0833333271244925,9.883333332836614,1.58333333209157
1635844099.569,97.55000000043462,2.1565229000876087,19.1333333340784,12.933333336065218,12.599999997764826,2.083333327124521,7.616666667163358,1.6916666645556688
1635844114.592,97.35000000024836,1.985132339548258,19.899999996026352,12.933333336065218,12.599999997764826,2.1333333353201596,7.616666667163358,1.6916666645556688
1635844129.608,97.35000000024836,1.985132339548258,19.899999996026352,11.933333327372864,13.316666670143576,2.1333333353201596,8.366666665921613,1.7416666696468894
1635844144.626,97.54999999888241,2.0916666711370198,18.266666668156788,11.933333327372864,13.31666667014359,2.1416666638106108,8.366666665921613,1.7416666696468894
1635844159.648,97.54999999888241,2.0916666711370198,18.266666668156788,12.2000000004967,12.725394125515649,2.1416666638106108,7.550000000434608,1.7749999991307703
1635844174.664,97.38333333438884,2.033333331346512,18.26666666815676,12.2000000004967,12.725394125515649,2.2083333351959595,7.550000000434608,1.7749999991307703
1635844189.689,97.38333333438884,2.033333331346512,18.266666668156788,12.400000002235174,12.841284129903102,2.2083333351959737,7.1833333342025725,1.708333333954215
1635844204.702,97.39999999913077,2.1641418290689955,17.066666663934782,12.400000002235174,12.841284129903102,2.164134346882122,7.1833333342025725,1.708333333954215
1635844219.725,97.39999999913077,2.1641418290689955,17.066666663934782,12.5,12.550000001986831,2.164134346882122,7.291666665890546,1.6916666676600727
1635844219.725,97.39999999913077,2.135825131803969,29.133333334078387,12.5,12.550000001986831,2.4026277206109796,7.29166666589056,1.6916666676600727
1635844249.778,97.83333333209157,2.135825131803969,29.133333334078387,11.499999997516468,12.400000002235174,2.4026277206109796,8.049999999348074,1.6333333340783867
1635844264.802,97.39166666598369,2.0166666681567875,19.933333334823445,11.499999997516468,12.400000002235174,2.1916666657974133,8.049999999348074,1.6333333340783867
