"Time","worker3","master","worker4","worker2","worker1","system-worker1","system-worker2","vegeta"
1635778595.174,2.0750000017384735,6.308333332805589,1.8499999959021807,43.05000000012418,2.225000001490102,22.16666666790843,12.2000000004967,6.783333333830029
1635778610.192,2.0750000017384735,6.350000001645341,1.7833333338300434,43.05000000012418,2.225000001490102,22.16666666790843,12.566666665176555,6.83333333581686
1635778625.208,2.1416666700194327,6.350000001645341,1.7833333338300434,42.99166666654249,2.150000004718706,18.19999999677141,12.566666665176555,6.83333333581686
1635778640.228,2.1416666700194327,6.199999998789266,1.8333333358168602,42.99166666654249,2.150000004718706,18.19999999677141,11.600000001490116,6.483333334326744
1635778655.254,2.108333328117922,6.199999998789281,1.8333333358168602,40.53333333227784,2.1749999963988955,19.33333333581686,11.600000001490116,6.483333334326744
1635778670.265,2.108333328117922,6.849999999782682,1.9083333325882705,40.53333333227784,2.1749999963988955,19.33333333581686,12.46666666741173,6.599999995281308
1635778685.293,2.008333336561904,6.849999999782682,1.9083333325882705,41.39999999975165,2.25469937143032,18.274196237449786,12.46666666741173,6.599999995281308
1635778700.307,2.008333336561904,6.4500000001862645,1.9583333345750873,41.39999999975165,2.25469937143032,18.274196237449786,11.510024644314854,6.300000001986831
1635778715.337,2.3666666696469036,6.4500000001862645,1.9583333345750873,41.50833333066354,2.2036271535157255,31.865932961265216,11.510024644314854,6.300000001986831
1635778730.35,2.3666666696469036,6.933333334357769,1.798213454299031,41.50833333066354,2.2036271535157255,31.865932961265216,12.223927402009934,6.8000000032285755
1635778745.36,2.1333333291113377,6.933333334357798,1.798213454299031,41.883333337803684,2.108333331222312,17.00000000496705,12.223927402009934,6.8000000032285755
1635778760.385,2.1333333291113377,6.849999999782682,1.8601240037965567,41.883333337803684,2.1083333312223402,17.00000000496705,11.966666666169957,6.616666664679855
1635778775.396,2.108333337431162,6.849999999782682,1.8601240037965567,39.82499999925495,2.1500000016142877,19.09999999528128,12.300000004470348,6.616666664679855
1635778790.422,2.108333337431162,6.933333332805574,1.883333337803677,39.82499999925495,2.1500000016142877,19.09999999528131,12.300000004470348,6.849999999006599
1635778805.464,2.0666666639347824,6.933333332805574,1.883333337803677,41.62614082881711,2.058333335444317,18.021319122571782,19.10711310613995,6.849999999006599
1635778820.497,2.0666666639347824,6.374999999534353,1.866666662196323,41.62614082881711,2.058333335444317,18.021319122571782,19.107113106139934,6.800000003228604
1635778835.518,1.9416666651765553,6.374999999534353,1.866666662196323,42.03249049166129,2.200000000496715,34.956637758505664,12.756378188597594,6.8000000032285755
1635778850.537,1.9416666651765553,5.925000000279397,1.8000000001241716,42.03249049166129,2.200000000496715,34.956637758505664,12.756378188597594,6.8333333296080525
1635778865.579,2.233333336189375,5.925000000279397,1.8000000001241716,42.87499999937911,2.1449507033721034,20.400000003476933,12.733333334326758,6.8333333296080525
1635778880.588,2.233333336189375,7.116666666697711,2.0749999986340697,42.87499999937911,2.1449507033721034,20.400000003476933,12.733333334326744,6.633333334078387
1635778895.61,2.433333331719041,7.116666666697711,2.0749999986340697,40.49166666654249,2.5220176149612,30.63333333159487,12.200000000496686,6.633333334078387
1635778910.627,2.433333331719041,6.950000000651926,1.89166667250295,40.49166666654249,2.5220176149612,30.63333333159487,12.2000000004967,6.066666667660073
1635778925.64,2.1250000006208865,6.950000000651926,1.89166667250295,41.35000000086924,1.9999999956538375,18.633333332836628,12.400000002235174,6.066666667660073
1635778940.664,2.1250000006208865,6.308333332805589,1.7250000002483574,41.35000000086924,1.9999999956538375,18.633333332836628,12.400000002235174,6.000000002483532
